customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count,tenure_days,churn_risk
0451-OTUQQ,2020-09-09,Organic,2022-09-09,Premium,Annual,,,13.99,1977,64,0,daniel,Canada,Ontario,Male,1994-05-13,2022-05-04,1,20.0,1.0,2181.0,med
0452-YAGEU,2020-06-29,Refferal,2022-06-29,Basic,Annual,,,13.99,2553,81,0,sneha,USA,California,Female,1974-12-14,,0,,,2253.0,high
0453-TXLEF,2021-11-27,Refferal,2023-11-27,Basic,Monthly,,,9.99,2624,99,0,keshav,Australia,Victoria,Male,1981-04-03,2023-09-13,1,60.0,1.0,1737.0,high
0454-TNYGS,2023-09-16,Paid,2027-09-15,Basic,Annual,,,12.99,2150,88,0,rahul,Australia,NSW,Male,1982-12-11,,0,,,1079.0,high
0455-XARXZ,2024-05-13,Paid,2025-05-13,Standard,Monthly,,,13.99,2123,36,0,emily,USA,California,Female,1985-09-09,2024-12-29,0,80.0,1.0,839.0,low
0456-BZTRU,2020-02-22,Paid,2023-02-21,Premium,Annual,2023-03-03,Switched to competitor,12.99,552,75,1,james,Germany,Berlin,Male,1978-04-12,,0,,,1105.0,high
0457-SRWSY,2024-05-16,Paid,2025-05-16,Premium,Monthly,,,9.99,923,3,0,kavya,India,Delhi,Female,1986-09-04,,0,,,836.0,low
0458-RYPKT,2024-08-14,Paid,2025-08-14,Premium,Annual,,,6.99,2863,43,0,meera,Canada,Ontario,Female,1974-01-25,2025-05-28,1,100.0,1.0,746.0,low
0459-HMUVP,2022-08-11,Organic,2024-08-10,Premium,Monthly,2024-09-27,Switched to competitor,6.99,1352,98,1,vikram,Canada,Quebec,Male,1980-12-10,,0,,,778.0,high
0460-WYAZT,2021-11-06,Paid,2025-11-05,Basic,Monthly,2025-12-06,Too expensive,9.99,2236,81,1,manish,Canada,Quebec,Male,2000-10-07,2025-07-19,1,10.0,1.0,1491.0,high
0461-BVUPD,2023-07-25,Refferal,2027-07-24,Basic,Annual,,,9.99,504,51,0,vikram,Germany,Berlin,Male,1971-11-19,2027-06-05,0,100.0,1.0,1132.0,med
0462-GEPZE,2020-01-20,Refferal,2023-01-19,Standard,Monthly,,,9.99,536,37,0,keshav,Australia,NSW,Male,1990-01-23,,0,,,2414.0,low
0463-KPOQM,2020-06-14,Paid,2022-06-14,Basic,Monthly,,,19.99,2610,33,0,vikram,Australia,Victoria,Male,1990-11-29,2021-12-08,0,20.0,1.0,2268.0,low
0464-ANUBM,2024-10-30,Refferal,2027-10-30,Premium,Monthly,2027-11-01,Switched to competitor,6.99,879,96,1,divya,India,Delhi,Female,1996-03-14,2027-06-19,0,100.0,1.0,1097.0,high
0465-VDORQ,2021-06-01,Organic,2023-06-01,Premium,Annual,,,13.99,1946,16,0,rohan,USA,Florida,Male,1999-03-15,2022-09-12,1,20.0,1.0,1916.0,low
0466-HLZGZ,2024-02-28,Organic,2028-02-27,Premium,Annual,,,19.99,2457,44,0,pooja,Australia,Victoria,Female,1970-10-25,,0,,,914.0,low
0467-YGVSI,2021-02-15,Refferal,2022-02-15,Premium,Annual,,,9.99,867,4,0,arjun,India,Maharashtra,Male,1974-01-20,2021-05-07,1,10.0,1.0,2022.0,low
0468-XMMYB,2022-11-13,Paid,2026-11-12,Standard,Annual,,,12.99,2883,2,0,priya,USA,Florida,Female,1977-08-02,,0,,,1386.0,low
0469-AEIYX,2024-02-14,Organic,2026-02-13,Standard,Monthly,,,19.99,689,52,0,kavya,Canada,Quebec,Female,1988-07-29,,0,,,928.0,med
0470-KOUHD,2024-05-09,Refferal,2026-05-09,Premium,Monthly,,,12.99,1366,10,0,nikhil,Canada,Quebec,Male,1992-05-12,2025-11-15,0,40.0,1.0,843.0,low
0471-RSLOC,2020-09-12,Refferal,2022-09-12,Premium,Annual,,,19.99,778,44,0,meera,USA,Texas,Female,1993-12-01,,0,,,2178.0,low
0472-RMNEF,2024-02-27,Organic,2025-02-26,Basic,Monthly,,,13.99,211,9,0,sneha,Germany,Berlin,Female,2000-08-30,,0,,,915.0,low
0473-XOOSE,2023-01-23,Paid,2027-01-22,Basic,Monthly,,,13.99,1123,5,0,rahul,Canada,Ontario,Male,1978-05-06,,0,,,1315.0,low
0474-HCYAH,2020-05-25,Refferal,2023-05-25,Standard,Monthly,,,12.99,1034,21,0,emily,Australia,NSW,Female,1987-05-23,,0,,,2288.0,low
0475-QPWPN,2021-07-29,Paid,2023-07-29,Standard,Annual,,,12.99,998,4,0,sophia,Canada,Ontario,Female,1990-09-06,2023-03-02,0,20.0,1.0,1858.0,low
0476-PYJYM,2022-09-14,Refferal,2026-09-13,Standard,Annual,,,19.99,2893,21,0,sophia,India,Tamil Nadu,Female,1974-09-26,,0,,,1446.0,low
0477-VFIGX,2024-04-10,Organic,2027-04-10,Basic,Annual,,,6.99,449,67,0,arjun,Germany,Bavaria,Male,1979-02-26,,0,,,872.0,med
0478-MSGFN,2021-01-03,Organic,2022-01-03,Basic,Annual,,,13.99,1007,64,0,sophia,Canada,Ontario,Female,2001-11-14,2021-11-08,0,10.0,1.0,2065.0,med
0479-EZFNK,2023-01-12,Refferal,2026-01-11,Standard,Monthly,,,6.99,599,60,0,arjun,Australia,NSW,Male,2002-10-17,2025-04-24,0,60.0,1.0,1326.0,med
0480-YUTQC,2021-07-21,Organic,2024-07-20,Standard,Monthly,,,6.99,2805,43,0,sophia,India,Gujarat,Female,1997-06-11,2023-11-19,0,20.0,1.0,1866.0,low
0481-DHEGG,2023-06-02,Paid,2025-06-01,Premium,Annual,,,12.99,606,2,0,divya,Australia,NSW,Female,2000-06-01,2025-04-09,0,100.0,1.0,1185.0,low
0482-HPYRE,2021-04-16,Organic,2022-04-16,Basic,Annual,,,13.99,2671,22,0,ananya,Canada,Quebec,Female,1980-03-02,2021-10-19,1,100.0,1.0,1962.0,low
0483-YUFBA,2023-05-03,Organic,2024-05-02,Premium,Annual,,,6.99,184,44,0,manish,India,Gujarat,Male,1992-03-10,2023-07-27,0,100.0,1.0,1215.0,low
0484-RQTMU,2021-05-27,Organic,2025-05-26,Standard,Annual,,,6.99,1346,97,0,neha,Australia,NSW,Female,1990-11-09,2025-02-22,0,80.0,1.0,1921.0,high
0485-JDMUX,2021-06-29,Paid,2025-06-28,Standard,Monthly,,,19.99,2078,69,0,neha,USA,Florida,Female,1977-12-25,,0,,,1888.0,med
0486-VGRFJ,2023-05-06,Refferal,2027-05-05,Premium,Annual,2027-07-03,Too expensive,12.99,639,100,1,sneha,Australia,Victoria,Female,1974-07-08,2026-12-28,1,100.0,1.0,1519.0,high
0487-RBYTD,2021-07-21,Refferal,2024-07-20,Basic,Monthly,,,19.99,1008,96,0,divya,USA,Texas,Female,1985-09-27,,0,,,1866.0,high
0488-ADTCI,2024-06-20,Paid,2025-06-20,Basic,Annual,,,6.99,2796,57,0,aarav,USA,Florida,Male,1991-09-02,2025-03-17,1,10.0,1.0,801.0,med
0489-OMGSF,2023-08-08,Organic,2024-08-07,Standard,Annual,,,6.99,2854,30,0,daniel,Germany,Berlin,Male,1977-12-16,2024-04-14,1,60.0,1.0,1118.0,low
0490-IDUZK,2021-02-22,Organic,2024-02-22,Premium,Annual,,,19.99,1936,71,0,kavya,Germany,Berlin,Female,1990-01-10,2023-11-20,0,60.0,1.0,2015.0,high
0491-KQRSW,2023-09-15,Refferal,2026-09-14,Premium,Monthly,,,12.99,1372,21,0,rohan,Canada,Ontario,Male,1970-07-03,2026-01-25,1,80.0,1.0,1080.0,low
0492-ZUYQG,2021-11-11,Organic,2023-11-11,Standard,Monthly,2023-12-07,Too expensive,13.99,329,82,1,rahul,Canada,Quebec,Male,1998-03-18,,0,,,756.0,high
0493-YDSYQ,2020-11-02,Organic,2022-11-02,Standard,Monthly,,,6.99,2712,64,0,keshav,Canada,Quebec,Male,1989-05-18,2022-08-29,0,60.0,1.0,2127.0,med
0494-TGDTV,2024-02-24,Refferal,2028-02-23,Basic,Monthly,,,19.99,1515,35,0,rahul,Canada,Ontario,Male,1996-12-09,2027-10-19,0,40.0,1.0,918.0,low
0495-XOCDN,2021-09-27,Paid,2025-09-26,Standard,Monthly,,,13.99,2625,37,0,meera,Australia,NSW,Female,1974-07-29,2025-05-29,1,80.0,1.0,1798.0,low
0496-NCAWI,2022-09-22,Refferal,2024-09-21,Basic,Monthly,,,12.99,1954,25,0,ananya,Australia,Victoria,Female,1983-04-25,2024-06-26,1,20.0,1.0,1438.0,low
0497-JXFCN,2020-12-04,Refferal,2022-12-04,Standard,Monthly,,,13.99,546,43,0,sophia,Canada,Ontario,Female,1970-06-16,2022-07-28,0,40.0,1.0,2095.0,low
0498-VSDMP,2022-10-27,Paid,2026-10-26,Premium,Monthly,,,12.99,628,44,0,daniel,India,Delhi,Male,1990-10-06,,0,,,1403.0,low
0499-JWCVL,2023-03-07,Refferal,2026-03-06,Basic,Annual,2026-04-04,Moved away,19.99,315,94,1,priya,USA,Texas,Female,1983-11-29,2026-01-20,0,60.0,1.0,1124.0,high
0500-AAYAP,2020-10-25,Organic,2023-10-25,Standard,Monthly,,,19.99,336,22,0,sophia,India,Delhi,Female,1997-07-27,2023-03-14,1,60.0,1.0,2135.0,low
0501-PFIXX,2023-08-13,Organic,2026-08-12,Premium,Annual,,,13.99,1072,30,0,kavya,India,Gujarat,Female,1993-04-19,2026-05-27,0,100.0,1.0,1113.0,low
0502-VELVC,2022-07-27,Organic,2025-07-26,Basic,Monthly,,,19.99,1845,12,0,rahul,Canada,Ontario,Male,1983-05-12,2025-03-22,0,20.0,1.0,1495.0,low
0503-TRODH,2024-04-23,Organic,2028-04-22,Standard,Annual,,,13.99,2833,2,0,manish,India,Karnataka,Male,1978-06-07,2027-09-28,0,20.0,1.0,859.0,low
0504-HTXYN,2023-05-26,Refferal,2026-05-25,Basic,Annual,2026-06-07,Switched to competitor,6.99,1861,99,1,rahul,Australia,Victoria,Male,1984-07-27,2026-04-19,1,10.0,1.0,1108.0,high
0505-GEGQW,2020-08-12,Organic,2023-08-12,Premium,Annual,,,13.99,1250,96,0,ananya,USA,Florida,Female,1987-04-13,2022-11-03,1,20.0,1.0,2209.0,high
0506-PBENV,2022-09-06,Refferal,2023-09-06,Standard,Annual,,,6.99,1164,6,0,aarav,Germany,Berlin,Male,2002-02-26,,0,,,1454.0,low
0507-XEZZM,2020-12-21,Paid,2024-12-20,Premium,Annual,,,6.99,1581,50,0,aarav,Canada,Quebec,Male,1974-08-19,2024-07-12,0,80.0,1.0,2078.0,med
0508-BUCQA,2024-11-07,Organic,2028-11-06,Premium,Annual,,,19.99,853,28,0,sophia,Canada,Ontario,Female,1981-06-20,2028-03-28,1,20.0,1.0,661.0,low
0509-MTZRG,2020-03-06,Refferal,2024-03-05,Premium,Annual,,,12.99,1833,43,0,arjun,India,Gujarat,Male,1994-09-13,2023-07-01,0,100.0,1.0,2368.0,low
0510-EJNNQ,2024-06-10,Paid,2025-06-10,Basic,Monthly,,,19.99,2426,17,0,neha,Canada,Quebec,Female,1999-01-19,,0,,,811.0,low
0511-YFPZP,2023-05-31,Refferal,2024-05-30,Premium,Monthly,,,12.99,927,47,0,james,USA,Texas,Male,1973-12-07,2023-11-24,1,100.0,1.0,1187.0,low
0512-BIGUN,2020-04-30,Refferal,2022-04-30,Premium,Monthly,,,12.99,1550,20,0,meera,India,Gujarat,Female,1995-01-28,,0,,,2313.0,low
0513-QYMNP,2022-04-09,Refferal,2026-04-08,Standard,Annual,,,9.99,2301,44,0,neha,Canada,Quebec,Female,1999-09-13,2025-08-07,1,100.0,1.0,1604.0,low
0514-OYBHM,2021-01-05,Paid,2024-01-05,Premium,Annual,,,9.99,628,76,0,manish,Germany,Berlin,Male,1980-04-02,2023-10-05,1,60.0,1.0,2063.0,high
0515-UZFGC,2021-04-18,Refferal,2025-04-17,Standard,Monthly,,,9.99,2045,67,0,priya,Australia,NSW,Female,1988-04-28,2024-08-15,0,10.0,1.0,1960.0,med
0516-MVTZV,2021-12-08,Refferal,2025-12-07,Basic,Annual,,,9.99,211,29,0,meera,Australia,NSW,Female,1992-08-04,,0,,,1726.0,low
0517-AULBW,2021-10-15,Paid,2025-10-14,Standard,Annual,2025-10-21,Switched to competitor,13.99,251,99,1,ananya,USA,Texas,Female,1987-06-06,,0,,,1467.0,high
0518-SNSHU,2024-03-28,Paid,2028-03-27,Premium,Monthly,,,19.99,761,98,0,arjun,Australia,Victoria,Male,1997-03-18,2027-08-27,1,100.0,1.0,885.0,high
0519-DFTUQ,2023-10-30,Paid,2027-10-29,Standard,Annual,,,12.99,1936,27,0,aarav,Germany,Berlin,Male,1975-06-05,,0,,,1035.0,low
0520-THXHK,2024-04-18,Organic,2028-04-17,Premium,Monthly,,,9.99,1946,60,0,james,Australia,Victoria,Male,1999-11-10,,0,,,864.0,med
0521-WYHDF,2021-06-12,Refferal,2023-06-12,Basic,Monthly,,,12.99,1474,30,0,daniel,USA,Florida,Male,2000-08-22,2023-05-06,1,80.0,1.0,1905.0,low
